,User ID,Dataset
85,3235009453,Traditional_Spambots_3
86,2785604219,Traditional_Spambots_3
87,2700670124,Traditional_Spambots_3
88,2645582425,Traditional_Spambots_3
89,2996666495,Traditional_Spambots_3
90,3168039025,Traditional_Spambots_3
91,2766113040,Traditional_Spambots_3
92,3167249336,Traditional_Spambots_3
93,4331279781,Traditional_Spambots_3
94,2667247135,Traditional_Spambots_3
95,2645226534,Traditional_Spambots_3
96,2997618725,Traditional_Spambots_3
97,2841125734,Traditional_Spambots_3
98,2579207780,Traditional_Spambots_3
99,2786192464,Traditional_Spambots_3
100,3232215462,Traditional_Spambots_3
101,2815531324,Traditional_Spambots_3
102,1496145050,Traditional_Spambots_3
103,2580235808,Traditional_Spambots_3
104,2732446718,Traditional_Spambots_3
105,2580617431,Traditional_Spambots_3
106,3167938872,Traditional_Spambots_3
107,335192481,Traditional_Spambots_3
108,2813956827,Traditional_Spambots_3
109,2786980305,Traditional_Spambots_3
110,3168042265,Traditional_Spambots_3
111,2967468803,Traditional_Spambots_3
112,2787053566,Traditional_Spambots_3
113,2785373829,Traditional_Spambots_3
114,2814135472,Traditional_Spambots_3
115,2653603423,Traditional_Spambots_3
116,3206613028,Traditional_Spambots_3
117,2998388182,Traditional_Spambots_3
118,2984164365,Traditional_Spambots_3
119,2966074300,Traditional_Spambots_3
120,3238777032,Traditional_Spambots_3
121,2938244621,Traditional_Spambots_3
122,2815655381,Traditional_Spambots_3
123,3231879564,Traditional_Spambots_3
124,2677896769,Traditional_Spambots_3
125,2778723403,Traditional_Spambots_3
126,3231793260,Traditional_Spambots_3
127,2846914909,Traditional_Spambots_3
128,2723773225,Traditional_Spambots_3
129,2846794764,Traditional_Spambots_3
130,3235106498,Traditional_Spambots_3
131,3168037531,Traditional_Spambots_3
132,2813815899,Traditional_Spambots_3
133,3167949576,Traditional_Spambots_3
134,2766181627,Traditional_Spambots_3
135,2766019490,Traditional_Spambots_3
136,3237742352,Traditional_Spambots_3
137,2645788448,Traditional_Spambots_3
138,2797726903,Traditional_Spambots_3
139,2645728212,Traditional_Spambots_3
140,2580581456,Traditional_Spambots_3
141,2651808230,Traditional_Spambots_3
142,3168044893,Traditional_Spambots_3
143,2581844526,Traditional_Spambots_3
144,2786882343,Traditional_Spambots_3
145,2815536593,Traditional_Spambots_3
146,2615946960,Traditional_Spambots_3
147,2558753784,Traditional_Spambots_3
148,2580268597,Traditional_Spambots_3
149,413085804,Traditional_Spambots_3
150,3168022627,Traditional_Spambots_3
151,2766137106,Traditional_Spambots_3
152,2815546623,Traditional_Spambots_3
153,2583735798,Traditional_Spambots_3
154,2787039485,Traditional_Spambots_3
155,3086259141,Traditional_Spambots_3
156,2579234809,Traditional_Spambots_3
157,3167968998,Traditional_Spambots_3
158,2786184251,Traditional_Spambots_3
159,2766007128,Traditional_Spambots_3
160,3237288540,Traditional_Spambots_3
161,1903823016,Traditional_Spambots_3
162,3167993900,Traditional_Spambots_3
163,3231935568,Traditional_Spambots_3
164,2813786985,Traditional_Spambots_3
165,2814907330,Traditional_Spambots_3
166,2966355394,Traditional_Spambots_3
167,2677641872,Traditional_Spambots_3
168,2935209041,Traditional_Spambots_3
169,3167845968,Traditional_Spambots_3
170,2766006049,Traditional_Spambots_3
171,3231874357,Traditional_Spambots_3
172,2559294900,Traditional_Spambots_3
173,3167964494,Traditional_Spambots_3
174,3167992778,Traditional_Spambots_3
175,2814123682,Traditional_Spambots_3
176,3157341339,Traditional_Spambots_3
177,2942470996,Traditional_Spambots_3
178,2580245994,Traditional_Spambots_3
179,3037167173,Traditional_Spambots_3
180,2797589978,Traditional_Spambots_3
181,3231840636,Traditional_Spambots_3
182,2837995151,Traditional_Spambots_3
183,2897166826,Traditional_Spambots_3
184,2974415139,Traditional_Spambots_3
185,2972849692,Traditional_Spambots_3
186,2731513339,Traditional_Spambots_3
187,2902582975,Traditional_Spambots_3
188,3032781021,Traditional_Spambots_3
189,80479674,twittertechnology
190,82487179,twittertechnology
191,105830531,twittertechnology
192,114488344,twittertechnology
193,144602443,twittertechnology
194,278082770,twittertechnology
195,367651000,twittertechnology
196,10935572,twittertechnology
197,17640121,twittertechnology
198,17656600,twittertechnology
199,19230427,twittertechnology
200,20731719,twittertechnology
201,21196037,twittertechnology
202,21375100,twittertechnology
203,21706899,twittertechnology
204,25836383,twittertechnology
205,26778002,twittertechnology
206,27662686,twittertechnology
207,28222509,twittertechnology
208,28265406,twittertechnology
209,28843786,twittertechnology
210,30428221,twittertechnology
211,32179000,twittertechnology
212,33438880,twittertechnology
213,33869550,twittertechnology
214,34589722,twittertechnology
215,34762630,twittertechnology
216,35008954,twittertechnology
217,35959749,twittertechnology
218,38021637,twittertechnology
219,38520305,twittertechnology
220,39321660,twittertechnology
221,39328305,twittertechnology
222,40010436,twittertechnology
223,42570158,twittertechnology
224,44091292,twittertechnology
225,46071929,twittertechnology
226,46553408,twittertechnology
227,47497854,twittertechnology
228,47722321,twittertechnology
229,48109055,twittertechnology
230,48336195,twittertechnology
231,48638750,twittertechnology
232,50055682,twittertechnology
233,50342870,twittertechnology
234,50449844,twittertechnology
235,50660716,twittertechnology
236,51184465,twittertechnology
237,52346698,twittertechnology
238,54047372,twittertechnology
239,54244742,twittertechnology
240,55398486,twittertechnology
241,55639200,twittertechnology
242,55825155,twittertechnology
243,55962452,twittertechnology
244,56163699,twittertechnology
245,56232036,twittertechnology
246,56484656,twittertechnology
247,57757511,twittertechnology
248,58384179,twittertechnology
249,59568791,twittertechnology
250,59989426,twittertechnology
251,60018650,twittertechnology
252,60257479,twittertechnology
253,60346119,twittertechnology
254,60375971,twittertechnology
255,61858165,twittertechnology
256,62204600,twittertechnology
257,63417814,twittertechnology
258,64891773,twittertechnology
259,65319316,twittertechnology
260,66618364,twittertechnology
261,66618584,twittertechnology
262,66984417,twittertechnology
263,67828913,twittertechnology
264,67946273,twittertechnology
265,68524294,twittertechnology
266,69137598,twittertechnology
267,69412978,twittertechnology
268,70277715,twittertechnology
269,70468385,twittertechnology
270,72024595,twittertechnology
271,72186699,twittertechnology
272,72348749,twittertechnology
273,72835654,twittertechnology
274,72849399,twittertechnology
275,72852291,twittertechnology
276,73473444,twittertechnology
277,73766975,twittertechnology
278,75683534,twittertechnology
279,76361849,twittertechnology
280,77243796,twittertechnology
281,77293750,twittertechnology
282,77350242,twittertechnology
283,77413855,twittertechnology
284,77443610,twittertechnology
285,77668831,twittertechnology
286,78468090,twittertechnology
287,79749293,twittertechnology
288,79860976,twittertechnology
289,80194139,twittertechnology
290,82100136,twittertechnology
291,82122078,twittertechnology
292,83697927,twittertechnology
293,84539426,twittertechnology
294,87752806,twittertechnology
295,88517573,twittertechnology
296,88563527,twittertechnology
297,88866261,twittertechnology
298,91350980,twittertechnology
299,91781300,twittertechnology
300,92048929,twittertechnology
301,92767071,twittertechnology
302,93225500,twittertechnology
303,94528740,twittertechnology
304,95695519,twittertechnology
305,96487747,twittertechnology
306,96730829,twittertechnology
307,96871607,twittertechnology
308,96882337,twittertechnology
309,96917059,twittertechnology
310,97275343,twittertechnology
311,97904722,twittertechnology
312,99268708,twittertechnology
313,99469213,twittertechnology
314,99624861,twittertechnology
315,100219528,twittertechnology
316,101330413,twittertechnology
317,101573373,twittertechnology
318,101892747,twittertechnology
319,102701930,twittertechnology
320,103159736,twittertechnology
321,104657589,twittertechnology
322,104850934,twittertechnology
323,105510200,twittertechnology
324,105696650,twittertechnology
325,105748476,twittertechnology
326,105790281,twittertechnology
327,106193762,twittertechnology
328,106595346,twittertechnology
329,106622116,twittertechnology
330,107013897,twittertechnology
331,107914508,twittertechnology
332,108061353,twittertechnology
333,109066883,twittertechnology
334,109075883,twittertechnology
335,109553706,twittertechnology
336,111198123,twittertechnology
337,112131340,twittertechnology
338,112188483,twittertechnology
339,112200531,twittertechnology
340,112540516,twittertechnology
341,113971880,twittertechnology
342,115443974,twittertechnology
343,118061444,twittertechnology
344,119227710,twittertechnology
345,119926900,twittertechnology
346,120459203,twittertechnology
347,121309790,twittertechnology
348,121795261,twittertechnology
349,122511648,twittertechnology
350,123599990,twittertechnology
351,123952912,twittertechnology
352,124419079,twittertechnology
353,124964940,twittertechnology
354,125514462,twittertechnology
355,125528862,twittertechnology
356,126216653,twittertechnology
357,127375715,twittertechnology
358,127423382,twittertechnology
359,128278995,twittertechnology
360,128620164,twittertechnology
361,128933295,twittertechnology
362,129729416,twittertechnology
363,129899218,twittertechnology
364,129966583,twittertechnology
365,130303998,twittertechnology
366,132278621,twittertechnology
367,132494511,twittertechnology
368,133434448,twittertechnology
369,133762771,twittertechnology
370,134332869,twittertechnology
371,134678238,twittertechnology
372,135026061,twittertechnology
373,135637721,twittertechnology
374,135680610,twittertechnology
375,137515361,twittertechnology
376,137959629,twittertechnology
377,138190464,twittertechnology
378,140176665,twittertechnology
379,140200549,twittertechnology
380,141711158,twittertechnology
381,142150030,twittertechnology
382,142876983,twittertechnology
383,143972736,twittertechnology
384,144748986,twittertechnology
385,145022907,twittertechnology
386,146913214,twittertechnology
387,147266930,twittertechnology
388,147847633,twittertechnology
389,147852405,twittertechnology
390,147954455,twittertechnology
391,148151604,twittertechnology
392,148896431,twittertechnology
393,150524058,twittertechnology
394,150861478,twittertechnology
395,151474227,twittertechnology
396,152259498,twittertechnology
397,152846674,twittertechnology
398,153824393,twittertechnology
399,153921560,twittertechnology
400,154237500,twittertechnology
401,154856763,twittertechnology
402,155102693,twittertechnology
403,155644172,twittertechnology
404,156085716,twittertechnology
405,157371153,twittertechnology
406,157769562,twittertechnology
407,157864555,twittertechnology
408,158369900,twittertechnology
409,158376605,twittertechnology
410,158541730,twittertechnology
411,159719768,twittertechnology
412,160457617,twittertechnology
413,161085466,twittertechnology
414,161291774,twittertechnology
415,161473116,twittertechnology
416,162039067,twittertechnology
417,163142123,twittertechnology
418,164176771,twittertechnology
419,164239619,twittertechnology
420,164432890,twittertechnology
421,166324591,twittertechnology
422,166737008,twittertechnology
423,167566699,twittertechnology
424,168287685,twittertechnology
425,168686865,twittertechnology
426,168773175,twittertechnology
427,168872531,twittertechnology
428,169141228,twittertechnology
429,169147207,twittertechnology
430,169433349,twittertechnology
431,169474438,twittertechnology
432,169497745,twittertechnology
433,170144297,twittertechnology
434,170486247,twittertechnology
435,172164229,twittertechnology
436,173215914,twittertechnology
437,176096243,twittertechnology
438,176506844,twittertechnology
439,176509349,twittertechnology
440,177878468,twittertechnology
441,178366319,twittertechnology
442,182071638,twittertechnology
443,183580684,twittertechnology
444,183733336,twittertechnology
445,184821868,twittertechnology
446,184922888,twittertechnology
447,184988281,twittertechnology
448,185933483,twittertechnology
449,186476710,twittertechnology
450,187581447,twittertechnology
451,189015964,twittertechnology
452,189040110,twittertechnology
453,189211293,twittertechnology
454,189730759,twittertechnology
455,189972024,twittertechnology
456,190265169,twittertechnology
457,190493618,twittertechnology
458,190796770,twittertechnology
459,191725589,twittertechnology
460,192193390,twittertechnology
461,193607094,twittertechnology
462,194026156,twittertechnology
463,195541103,twittertechnology
464,195625268,twittertechnology
465,195874688,twittertechnology
466,197659647,twittertechnology
467,198243810,twittertechnology
468,198277538,twittertechnology
469,198414396,twittertechnology
470,198572784,twittertechnology
471,198833831,twittertechnology
472,199843531,twittertechnology
473,201190422,twittertechnology
474,201350011,twittertechnology
475,201434721,twittertechnology
476,202440814,twittertechnology
477,202902437,twittertechnology
478,203226319,twittertechnology
479,206739703,twittertechnology
480,207293756,twittertechnology
481,208286245,twittertechnology
482,209169103,twittertechnology
483,210428729,twittertechnology
484,211026468,twittertechnology
485,212928560,twittertechnology
486,214066953,twittertechnology
487,214549887,twittertechnology
488,214632102,twittertechnology
489,214998068,twittertechnology
490,215154980,twittertechnology
491,215766919,twittertechnology
492,215878258,twittertechnology
493,216039493,twittertechnology
494,216081230,twittertechnology
495,217055469,twittertechnology
496,217298740,twittertechnology
497,217992483,twittertechnology
498,220933018,twittertechnology
499,222154371,twittertechnology
500,222293510,twittertechnology
501,223329964,twittertechnology
502,223980471,twittertechnology
503,225956521,twittertechnology
504,227650216,twittertechnology
505,227811080,twittertechnology
506,228148311,twittertechnology
507,228564932,twittertechnology
508,228720947,twittertechnology
509,229286608,twittertechnology
510,229906054,twittertechnology
511,230030181,twittertechnology
512,231035428,twittertechnology
513,233332129,twittertechnology
514,233688028,twittertechnology
515,233884874,twittertechnology
516,234587511,twittertechnology
517,236623139,twittertechnology
518,237036122,twittertechnology
519,238189223,twittertechnology
520,238531661,twittertechnology
521,239312585,twittertechnology
522,239525864,twittertechnology
523,239895893,twittertechnology
524,239958387,twittertechnology
525,240418696,twittertechnology
526,240422007,twittertechnology
527,241041165,twittertechnology
528,241289593,twittertechnology
529,241553849,twittertechnology
530,242186430,twittertechnology
531,243556904,twittertechnology
532,244254961,twittertechnology
533,244447055,twittertechnology
534,244494343,twittertechnology
535,244831080,twittertechnology
536,245280307,twittertechnology
537,245685332,twittertechnology
538,247228824,twittertechnology
539,247979863,twittertechnology
540,249011468,twittertechnology
541,250216358,twittertechnology
542,250231381,twittertechnology
543,250440746,twittertechnology
544,250970687,twittertechnology
545,251855577,twittertechnology
546,251993823,twittertechnology
547,252139342,twittertechnology
548,253111142,twittertechnology
549,253153974,twittertechnology
550,253239439,twittertechnology
551,254247600,twittertechnology
552,254545789,twittertechnology
553,254618989,twittertechnology
554,254797049,twittertechnology
555,254839933,twittertechnology
556,254976820,twittertechnology
557,255078443,twittertechnology
558,255195150,twittertechnology
559,257361062,twittertechnology
560,258069307,twittertechnology
561,259396381,twittertechnology
562,259706720,twittertechnology
563,261915122,twittertechnology
564,261931118,twittertechnology
565,262867461,twittertechnology
566,265551997,twittertechnology
567,265617529,twittertechnology
568,267092571,twittertechnology
569,267781978,twittertechnology
570,269201871,twittertechnology
571,270442712,twittertechnology
572,270494010,twittertechnology
573,270595940,twittertechnology
574,271282733,twittertechnology
575,271619712,twittertechnology
576,271688114,twittertechnology
577,273003648,twittertechnology
578,275595583,twittertechnology
579,275881452,twittertechnology
580,277203011,twittertechnology
581,279388955,twittertechnology
582,282715534,twittertechnology
583,284375210,twittertechnology
584,288912572,twittertechnology
585,289531155,twittertechnology
586,289776209,twittertechnology
587,290215487,twittertechnology
588,291191096,twittertechnology
589,291362552,twittertechnology
590,291630964,twittertechnology
591,292442271,twittertechnology
592,292533078,twittertechnology
593,293830909,twittertechnology
594,294584209,twittertechnology
595,294687282,twittertechnology
596,295394982,twittertechnology
597,297255017,twittertechnology
598,298295076,twittertechnology
599,299795500,twittertechnology
600,301529735,twittertechnology
601,302513351,twittertechnology
602,302762747,twittertechnology
603,303469076,twittertechnology
604,304395014,twittertechnology
605,306062587,twittertechnology
606,307819895,twittertechnology
607,308717452,twittertechnology
608,309434421,twittertechnology
609,309900085,twittertechnology
610,311104404,twittertechnology
611,311705162,twittertechnology
612,314248094,twittertechnology
613,314366190,twittertechnology
614,315492745,twittertechnology
615,316402288,twittertechnology
616,316585017,twittertechnology
617,317248347,twittertechnology
618,317330851,twittertechnology
619,319071294,twittertechnology
620,319293982,twittertechnology
621,319802566,twittertechnology
622,320725572,twittertechnology
623,321581818,twittertechnology
624,322334942,twittertechnology
625,326241359,twittertechnology
626,328246965,twittertechnology
627,328612451,twittertechnology
628,329378024,twittertechnology
629,329804273,twittertechnology
630,330273328,twittertechnology
631,332882634,twittertechnology
632,335052095,twittertechnology
633,335622384,twittertechnology
634,336713356,twittertechnology
635,337375148,twittertechnology
636,337653685,twittertechnology
637,344796697,twittertechnology
638,346369787,twittertechnology
639,346747046,twittertechnology
640,346747623,twittertechnology
641,346754293,twittertechnology
642,346790259,twittertechnology
643,347430365,twittertechnology
644,349979518,twittertechnology
645,350039038,twittertechnology
646,351514291,twittertechnology
647,351889016,twittertechnology
648,353874433,twittertechnology
649,355303911,twittertechnology
650,355821619,twittertechnology
651,355843642,twittertechnology
652,355993172,twittertechnology
653,356172796,twittertechnology
654,357101224,twittertechnology
655,357756459,twittertechnology
656,358260127,twittertechnology
657,359767242,twittertechnology
658,361350314,twittertechnology
659,365334598,twittertechnology
660,367125353,twittertechnology
661,372445623,twittertechnology
662,373612487,twittertechnology
663,374770627,twittertechnology
664,375174626,twittertechnology
665,377408959,twittertechnology
666,377924610,twittertechnology
667,377994769,twittertechnology
668,379259119,twittertechnology
669,380597201,twittertechnology
670,382916532,twittertechnology
671,383379752,twittertechnology
672,383515070,twittertechnology
673,384501016,twittertechnology
674,388036783,twittertechnology
675,391017238,twittertechnology
676,392188753,twittertechnology
677,393320691,twittertechnology
678,394301693,twittertechnology
679,394416247,twittertechnology
680,394725471,twittertechnology
681,395436399,twittertechnology
682,395458764,twittertechnology
683,396755498,twittertechnology
684,397930399,twittertechnology
685,398429222,twittertechnology
686,398813548,twittertechnology
687,400069220,twittertechnology
688,401190123,twittertechnology
689,401287742,twittertechnology
690,402630337,twittertechnology
691,404334610,twittertechnology
692,407371142,twittertechnology
693,411288201,twittertechnology
694,413650968,twittertechnology
695,414022154,twittertechnology
696,415190109,twittertechnology
697,420200172,twittertechnology
698,420658286,twittertechnology
699,421419585,twittertechnology
700,422318647,twittertechnology
701,422395359,twittertechnology
702,422415442,twittertechnology
703,423342037,twittertechnology
704,433495525,twittertechnology
705,435591257,twittertechnology
706,435740269,twittertechnology
707,442773631,twittertechnology
708,444175307,twittertechnology
709,445718322,twittertechnology
710,448310199,twittertechnology
711,450179797,twittertechnology
712,451920644,twittertechnology
713,454919703,twittertechnology
714,457013718,twittertechnology
715,460188434,twittertechnology
716,465998255,twittertechnology
717,466557338,twittertechnology
718,468338356,twittertechnology
719,469178446,twittertechnology
720,469578533,twittertechnology
721,475035176,twittertechnology
722,475549626,twittertechnology
723,479340177,twittertechnology
724,479630075,twittertechnology
725,481928900,twittertechnology
726,486647349,twittertechnology
727,487827567,twittertechnology
728,490713181,twittertechnology
729,490960729,twittertechnology
730,499854962,twittertechnology
731,501962011,twittertechnology
732,503624688,twittertechnology
733,504867024,twittertechnology
734,506275240,twittertechnology
735,509038409,twittertechnology
736,511263887,twittertechnology
737,512084670,twittertechnology
738,514736144,twittertechnology
739,514818877,twittertechnology
740,529329358,twittertechnology
741,537276941,twittertechnology
742,538558418,twittertechnology
743,542412215,twittertechnology
744,544805302,twittertechnology
745,545647644,twittertechnology
746,548300100,twittertechnology
747,550717230,twittertechnology
748,553924029,twittertechnology
749,558153258,twittertechnology
750,562152074,twittertechnology
751,563363271,twittertechnology
752,563914220,twittertechnology
753,564015559,twittertechnology
754,566429313,twittertechnology
755,569994470,twittertechnology
756,571300851,twittertechnology
757,584681101,twittertechnology
758,588962156,twittertechnology
759,605294402,twittertechnology
760,607732940,twittertechnology
761,611817370,twittertechnology
762,626820204,twittertechnology
763,630700348,twittertechnology
764,635863952,twittertechnology
765,717691526,twittertechnology
766,764770615,twittertechnology
767,845770021,twittertechnology
768,858707286,twittertechnology
769,869150966,twittertechnology
770,909766628,twittertechnology
771,1013213588,twittertechnology
772,1023549769,twittertechnology
773,1030686715,twittertechnology
774,1098285654,twittertechnology
775,1129397028,twittertechnology
776,1281271908,twittertechnology
777,54619276,Verified
778,948891169,Verified
779,26042984,Verified
780,8283682,Verified
781,311062620,Verified
782,138737516,Verified
783,34875946,Verified
784,110535179,Verified
785,221922759,Verified
786,262940385,Verified
787,48814927,Verified
788,29247540,Verified
789,319785911,Verified
790,426353995,Verified
791,61603529,Verified
792,355418225,Verified
793,351076863,Verified
794,34371118,Verified
795,17680365,Verified
796,34051652,Verified
797,439928778,Verified
798,23645988,Verified
799,1158306108,Verified
800,16016705,Verified
801,54322823,Verified
802,1647573157,Verified
803,18771176,Verified
804,853669477,Verified
805,90472293,Verified
806,229219088,Verified
807,351130417,Verified
808,26554371,Verified
809,21826264,Verified
810,2294692417,Verified
811,25613591,Verified
812,19414861,Verified
813,15607337,Verified
814,37718165,Verified
815,588694711,Verified
816,66483027,Verified
817,32137995,Verified
818,312195939,Verified
819,7618952,Verified
820,69436408,Verified
821,149013351,Verified
822,163489608,Verified
823,576348125,Verified
824,153559294,Verified
825,17468528,Verified
826,188105676,Verified
827,3146156240,Verified
828,17499936,Verified
829,427652956,Verified
830,859787192448712704,Verified
831,172511244,Verified
832,870447381006868480,Verified
833,349817494,Verified
834,101017453,Verified
835,2965787734,Verified
836,14745059,Verified
837,48988950,Verified
838,17721177,Verified
839,21636761,Verified
840,1671848557,Verified
841,35727881,Verified
842,16397938,Verified
843,436079352,Verified
844,41116847,Verified
845,61915131,Verified
846,596377986,Verified
847,255304260,Verified
848,27337548,Verified
849,18444665,Verified
850,2159329092,Verified
851,221858588,Verified
852,2305639040,Verified
853,284867973,Verified
854,22095916,Verified
855,127537612,Verified
856,3294572733,Verified
857,130945778,Verified
858,469357880,Verified
859,488717668,Verified
860,119440018,Verified
861,174145542,Verified
862,24767630,Verified
863,121631678,Verified
864,21187354,Verified
865,43652285,Verified
866,613088225,Verified
867,25284667,Verified
868,14816238,Verified
869,103073080,Verified
870,20550560,Verified
871,172788180,Verified
872,17028405,Verified
873,47423414,Verified
874,125215990,Verified
875,1686873912,Verified
876,1952721812,Verified
877,39916070,Verified
878,109685703,Verified
879,70600365,Verified
880,9083222,Verified
881,2975496784,Verified
882,20771519,Verified
883,248491362,Verified
884,14573745,Verified
885,1079997618,Verified
886,1039015705,Verified
887,58065825,Verified
888,64526215,Verified
889,34859699,Verified
890,981566796011622401,Verified
891,45004823,Verified
892,34396691,Verified
893,15940833,Verified
894,20136892,Verified
895,16734909,Verified
896,128558424,Verified
897,17312175,Verified
898,92996555,Verified
899,419083835,Verified
900,28602948,Verified
901,863733457,Verified
902,307690179,Verified
903,194636292,Verified
904,17503591,Verified
905,81062326,Verified
906,1157734974,Verified
907,30887511,Verified
908,17464261,Verified
909,25217702,Verified
910,139847909,Verified
911,19360351,Verified
912,15729207,Verified
913,242836537,Verified
914,168502762,Verified
915,1007427595,Verified
916,76918775,Verified
917,18699026,Verified
918,223868478,Verified
919,31516515,Verified
920,299790272,Verified
921,342716046,Verified
922,17310646,Verified
923,177641630,Verified
924,21865402,Verified
925,21822169,Verified
926,41098406,Verified
927,240678841,Verified
928,68271578,Verified
929,180841517,Verified
930,278069320,Verified
931,1037039454,Verified
932,27139045,Verified
933,219520823,Verified
934,44785664,Verified
935,61802282,Verified
936,16254381,Verified
937,223179929,Verified
938,107078762,Verified
939,1106501,Verified
940,3793960033,Verified
941,960706196,Verified
942,322132469,Verified
943,15146659,Verified
944,588587397,Verified
945,151117498,Verified
946,42432103,Verified
947,16534576,Verified
948,5780882,Verified
949,624936294,Verified
950,359997427,Verified
951,111220552,Verified
952,728020310964895744,Verified
953,17793087,Verified
954,16264842,Verified
955,34828272,Verified
956,21322255,Verified
957,18202632,Verified
958,15685406,Verified
959,104340042,Verified
960,15019344,Verified
961,720265901115711489,Verified
962,18958504,Verified
963,46034836,Verified
964,1561900206,Verified
965,309512562,Verified
966,15792514,Verified
967,2156167098,Verified
968,69475887,Verified
969,444205853,Verified
970,26380564,Verified
971,25527618,Verified
972,7740622,Verified
973,257126765,Verified
974,257087249,Verified
975,91271818,Verified
976,73990210,Verified
977,16374713,Verified
978,15145111,Verified
979,570436252,Verified
980,33903787,Verified
981,573008688,Verified
982,240641671,Verified
983,15335123,Verified
984,2616215901,Verified
985,10089542,Verified
986,45143254,Verified
987,22416023,Verified
988,68219213,Verified
989,15566123,Verified
990,139805236,Verified
991,33234730,Verified
992,24776235,Verified
993,835857204,Verified
994,10717092,Verified
995,21684595,Verified
996,47753447,Verified
997,15525272,Verified
998,18450562,Verified
999,255370956,Verified
1000,19416422,Verified
1001,3847188633,Verified
1002,242385901,Verified
1003,1565041,Verified
1004,222436278,Verified
1005,811239440916054016,Verified
1006,1143081932,Verified
1007,107560072,Verified
1008,2581857086,Verified
1009,109579534,Verified
1010,8720562,Verified
1011,34233655,Verified
1012,87766795,Verified
1013,16223529,Verified
1014,5990782,Verified
1015,93943974,Verified
1016,251918778,Verified
1017,19865053,Verified
1018,37531173,Verified
1019,20253808,Verified
1020,58544943,Verified
1021,22382110,Verified
1022,6351572,Verified
1023,292633122,Verified
1024,15661871,Verified
1025,17877451,Verified
1026,114557557,Verified
1027,20121682,Verified
1028,258481206,Verified
1029,24889586,Verified
1030,144995994,Verified
1031,66652131,Verified
1032,471514127,Verified
1033,16458033,Verified
1034,26534759,Verified
1035,595299864,Verified
1036,21246105,Verified
1037,384471964,Verified
1038,29738618,Verified
1039,16463397,Verified
1040,759948366,Verified
1041,14538033,Verified
1042,55851119,Verified
1043,25180501,Verified
